Language,_id,rater_answer,a_domain,a_register,b_domain,b_register,difficulty,familiarity,question_,section,wordphrase_a,wordphrase_a_translation,wordphrase_b,wordphrase_b_translation,_unit_id,_created_at,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,Answer,Score,Grouping,Market
Chinese-Traditional,5870300913,yes,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-25 11:17:41,2020-12-25 11:16:55,False,cf_internal,0.886,45689879,HKG,0,Tsuen Wan,221.127.30.44,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870312379,yes,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-25 11:47:03,2020-12-25 11:46:28,False,cf_internal,0.9094000000000001,46306145,TWN,19,Taichung,180.217.234.183,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870314452,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-25 11:57:09,2020-12-25 11:56:40,False,cf_internal,0.9182,45494229,HKG,0,Yuen Long,218.250.2.130,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870604054,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-26 04:36:49,2020-12-26 04:35:29,False,cf_internal,0.8694000000000001,45894202,HKG,0,Central District,218.102.173.38,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870998058,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-26 18:24:27,2020-12-26 18:23:43,False,cf_internal,0.8961,45488857,TWN,3,Taipei,1.164.220.9,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871262134,yes,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-27 07:46:32,2020-12-27 07:45:35,False,cf_internal,0.9138000000000001,46306299,TWN,3,Taipei,223.200.89.19,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871563275,yes,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-27 11:20:27,2020-12-27 11:18:48,False,cf_internal,0.8929,45911178,HKG,0,Central District,49.130.131.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871784635,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-27 13:36:01,2020-12-27 13:35:46,False,cf_internal,0.9011,45862229,TWN,3,Taipei,223.140.184.77,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5871832512,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-27 15:36:02,2020-12-27 15:35:48,False,cf_internal,0.85,45516283,HKG,0,Central District,218.190.208.226,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872060080,yes,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-28 01:31:58,2020-12-28 01:31:53,False,cf_internal,0.9182,45517508,HKG,0,Yuen Long,61.18.117.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872204143,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-28 04:15:22,2020-12-28 04:13:58,False,cf_internal,0.9185000000000001,45799414,HKG,0,Tin Shui Wai,168.70.127.131,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872419695,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-28 09:07:41,2020-12-28 09:07:02,False,cf_internal,0.8269000000000001,46310963,TWN,3,Taipei,103.4.29.80,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872959779,no,people,slang/informal,people,slang/informal,hard,unfamiliar,1,Exact Match,半瓶醋,dabbler,半吊子,smatterer,2914023431,2020-12-28 15:08:05,2020-12-28 15:07:53,False,cf_internal,0.787,46289965,PHL,20,Imus,124.106.180.38,yes,0,GT,ZH-ZH
Chinese-Traditional,5868342095,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-23 23:05:45,2020-12-23 23:04:56,False,cf_internal,1.0,45711188,TWN,3,Taipei,114.24.30.200,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868371257,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 00:13:53,2020-12-24 00:13:45,False,cf_internal,0.9667,45516158,TWN,5,Changhua,36.232.252.39,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868388088,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 00:55:38,2020-12-24 00:55:34,False,cf_internal,0.9813000000000001,46197780,TWN,3,Taipei,49.216.59.121,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868430388,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 02:44:03,2020-12-24 02:43:50,False,cf_internal,0.8656,46102414,AUS,2,Kellyville,101.179.219.27,yes,1,GT,ZH-ZH
Chinese-Traditional,5868448632,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 03:18:07,2020-12-24 03:16:15,False,cf_internal,0.925,45492033,HKG,0,Central District,103.244.3.61,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868451121,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 03:23:03,2020-12-24 03:22:49,False,cf_internal,0.8929,45492267,HKG,0,Central District,123.203.180.92,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868527675,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 05:35:09,2020-12-24 05:34:29,False,cf_internal,0.9259000000000001,45493055,TWN,8,Hsinchu,36.228.121.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868883493,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 08:27:23,2020-12-24 08:27:13,False,cf_internal,0.9228000000000001,46305142,TWN,21,Tainan,59.125.214.139,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869388669,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 10:51:45,2020-12-24 10:51:16,False,cf_internal,0.9222,45526273,TWN,21,Tainan,218.166.15.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869793920,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-24 14:44:00,2020-12-24 14:43:53,False,cf_internal,0.8963000000000001,46304816,TWN,2,Kaohsiung,49.159.76.14,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870042761,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-25 04:56:56,2020-12-25 04:56:47,False,cf_internal,0.9216000000000001,45709019,TWN,21,Tainan,1.172.57.80,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870048453,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-25 05:36:46,2020-12-25 05:36:37,False,cf_internal,0.9365,45709058,HKG,0,Central District,84.17.57.35,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870083458,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-25 08:11:03,2020-12-25 08:10:45,False,cf_internal,0.8952,45492778,HKG,0,Central District,124.244.22.144,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870231840,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-25 10:22:58,2020-12-25 10:22:44,False,cf_internal,0.8911,45516010,TWN,19,Taichung,36.232.1.172,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870301605,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-25 11:18:14,2020-12-25 11:17:43,False,cf_internal,0.886,45689879,HKG,0,Tsuen Wan,221.127.30.44,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870312408,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-25 11:47:14,2020-12-25 11:47:05,False,cf_internal,0.9094000000000001,46306145,TWN,19,Taichung,180.217.234.183,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870314512,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-25 11:57:29,2020-12-25 11:57:11,False,cf_internal,0.9182,45494229,HKG,0,Yuen Long,218.250.2.130,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870604158,no,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-26 04:37:16,2020-12-26 04:36:56,False,cf_internal,0.8694000000000001,45894202,HKG,0,Central District,218.102.173.38,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5870998313,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-26 18:24:59,2020-12-26 18:24:30,False,cf_internal,0.8961,45488857,TWN,3,Taipei,1.164.220.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871262244,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-27 07:47:06,2020-12-27 07:46:34,False,cf_internal,0.9138000000000001,46306299,TWN,3,Taipei,223.200.89.19,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871564013,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-27 11:21:01,2020-12-27 11:20:29,False,cf_internal,0.8929,45911178,HKG,0,Central District,49.130.131.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871784769,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-27 13:36:11,2020-12-27 13:36:05,False,cf_internal,0.9011,45862229,TWN,3,Taipei,223.140.184.77,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871832550,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-27 15:36:09,2020-12-27 15:36:04,False,cf_internal,0.85,45516283,HKG,0,Central District,218.190.208.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872060294,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-28 01:32:24,2020-12-28 01:32:00,False,cf_internal,0.9182,45517508,HKG,0,Yuen Long,61.18.117.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872204353,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-28 04:15:48,2020-12-28 04:15:24,False,cf_internal,0.9185000000000001,45799414,HKG,0,Tin Shui Wai,168.70.127.131,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872421193,no,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-28 09:08:32,2020-12-28 09:07:45,False,cf_internal,0.8269000000000001,46310963,TWN,3,Taipei,103.4.29.80,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872959940,yes,general vocabulary,slang/informal,general vocabulary,slang/informal,hard,unfamiliar,2,Exact Match,老套,old-fashioned,老掉牙,outdated,2914023432,2020-12-28 15:08:20,2020-12-28 15:08:07,False,cf_internal,0.787,46289965,PHL,20,Imus,124.106.180.38,yes,1,GT,ZH-ZH
Chinese-Traditional,5868342264,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-23 23:06:00,2020-12-23 23:05:47,False,cf_internal,1.0,45711188,TWN,3,Taipei,114.24.30.200,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868371328,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 00:14:03,2020-12-24 00:13:55,False,cf_internal,0.9667,45516158,TWN,5,Changhua,36.232.252.39,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868388135,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 00:55:43,2020-12-24 00:55:40,False,cf_internal,0.9813000000000001,46197780,TWN,3,Taipei,49.216.59.121,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868430446,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 02:44:10,2020-12-24 02:44:05,False,cf_internal,0.8656,46102414,AUS,2,Kellyville,101.179.219.27,yes,1,GT,ZH-ZH
Chinese-Traditional,5868449600,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 03:20:03,2020-12-24 03:18:13,False,cf_internal,0.925,45492033,HKG,0,Central District,103.244.3.61,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868451145,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 03:23:08,2020-12-24 03:23:05,False,cf_internal,0.8929,45492267,HKG,0,Central District,123.203.180.92,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868527855,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 05:35:27,2020-12-24 05:35:11,False,cf_internal,0.9259000000000001,45493055,TWN,8,Hsinchu,36.228.121.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868883935,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 08:27:33,2020-12-24 08:27:26,False,cf_internal,0.9228000000000001,46305142,TWN,21,Tainan,59.125.214.139,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869389161,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 10:51:53,2020-12-24 10:51:47,False,cf_internal,0.9222,45526273,TWN,21,Tainan,218.166.15.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5869793971,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-24 14:44:08,2020-12-24 14:44:02,False,cf_internal,0.8963000000000001,46304816,TWN,2,Kaohsiung,49.159.76.14,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870042788,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-25 04:57:05,2020-12-25 04:56:57,False,cf_internal,0.9216000000000001,45709019,TWN,21,Tainan,1.172.57.80,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870048522,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-25 05:37:10,2020-12-25 05:36:48,False,cf_internal,0.9365,45709058,HKG,0,Central District,84.17.57.35,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870083707,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-25 08:11:27,2020-12-25 08:11:05,False,cf_internal,0.8952,45492778,HKG,0,Central District,124.244.22.144,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870232326,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-25 10:23:21,2020-12-25 10:23:01,False,cf_internal,0.8911,45516010,TWN,19,Taichung,36.232.1.172,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870303089,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-25 11:19:23,2020-12-25 11:18:16,False,cf_internal,0.886,45689879,HKG,0,Tsuen Wan,221.127.30.44,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870312532,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-25 11:47:50,2020-12-25 11:47:16,False,cf_internal,0.9094000000000001,46306145,TWN,19,Taichung,180.217.234.183,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870314549,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-25 11:57:41,2020-12-25 11:57:31,False,cf_internal,0.9182,45494229,HKG,0,Yuen Long,218.250.2.130,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870604228,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-26 04:37:32,2020-12-26 04:37:20,False,cf_internal,0.8694000000000001,45894202,HKG,0,Central District,218.102.173.38,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5870998383,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-26 18:25:06,2020-12-26 18:25:01,False,cf_internal,0.8961,45488857,TWN,3,Taipei,1.164.220.9,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871262267,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-27 07:47:19,2020-12-27 07:47:07,False,cf_internal,0.9138000000000001,46306299,TWN,3,Taipei,223.200.89.19,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871564433,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-27 11:21:16,2020-12-27 11:21:04,False,cf_internal,0.8929,45911178,HKG,0,Central District,49.130.131.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871784924,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-27 13:36:21,2020-12-27 13:36:15,False,cf_internal,0.9011,45862229,TWN,3,Taipei,223.140.184.77,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5871832687,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-27 15:36:37,2020-12-27 15:36:11,False,cf_internal,0.85,45516283,HKG,0,Central District,218.190.208.226,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872060364,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-28 01:32:33,2020-12-28 01:32:26,False,cf_internal,0.9182,45517508,HKG,0,Yuen Long,61.18.117.56,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872204496,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-28 04:16:09,2020-12-28 04:15:51,False,cf_internal,0.9185000000000001,45799414,HKG,0,Tin Shui Wai,168.70.127.131,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5872422684,no,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-28 09:09:19,2020-12-28 09:08:35,False,cf_internal,0.8269000000000001,46310963,TWN,3,Taipei,103.4.29.80,yes,0,Pilot 3A,ZH-ZH
Chinese-Traditional,5872960008,yes,job,slang/informal,job,neutral,medium,familiar,3,Exact Match,打卡,clock in,簽到,sign in,2914023433,2020-12-28 15:08:26,2020-12-28 15:08:22,False,cf_internal,0.787,46289965,PHL,20,Imus,124.106.180.38,yes,1,GT,ZH-ZH
Chinese-Traditional,5868342637,yes,idiom,formal,idiom,formal,hard,unfamiliar,4,Exact Match,胸有成竹,have a well-thought-out plan (lit. chest has bamboos),胸有定見,"have a well-planned idea (lit. chest has ideas)
",2914023434,2020-12-23 23:06:34,2020-12-23 23:06:02,False,cf_internal,1.0,45711188,TWN,3,Taipei,114.24.30.200,yes,1,Pilot 3A,ZH-ZH
Chinese-Traditional,5868371876,yes,idiom,formal,idiom,formal,hard,unfamiliar,4,Exact Match,胸有成竹,have a well-thought-out plan (lit. chest has bamboos),胸有定見,"have a well-planned idea (lit. chest has ideas)
",2914023434,2020-12-24 00:15:32,2020-12-24 00:14:05,False,cf_internal,0.9667,45516158,TWN,5,Changhua,36.232.252.39,yes,1,Pilot 3A,ZH-ZH
